[ 2026-04-08 12:48:33,331 ] 20 root - INFO - Initiate the data ingestion
[ 2026-04-08 12:48:38,959 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-04-08 12:48:38,959 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-04-08 12:48:38,960 ] 75 root - INFO - Exporting train and test file path.
[ 2026-04-08 12:48:38,991 ] 84 root - INFO - Exported train and test file path.
[ 2026-04-08 12:48:38,992 ] 22 root - INFO - Data Initiation Completed
[ 2026-04-08 12:48:38,996 ] 26 root - INFO - Initiate the data Validation
[ 2026-04-08 12:48:39,090 ] 32 root - INFO - Required number of columns:2
[ 2026-04-08 12:48:39,093 ] 33 root - INFO - Data frame has columns:31
[ 2026-04-08 12:48:39,093 ] 32 root - INFO - Required number of columns:2
[ 2026-04-08 12:48:39,093 ] 33 root - INFO - Data frame has columns:31
[ 2026-04-08 12:48:39,192 ] 28 root - INFO - data Validation Completed
[ 2026-04-08 12:48:39,192 ] 31 root - INFO - data Transformation started
[ 2026-04-08 12:48:39,192 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-04-08 12:48:39,192 ] 65 root - INFO - Starting data transformation
[ 2026-04-08 12:48:39,211 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-04-08 12:48:39,211 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-04-08 12:48:39,223 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:48:39,226 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:48:39,226 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:48:39,228 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:48:39,230 ] 35 root - INFO - data Transformation completed
[ 2026-04-08 12:48:39,230 ] 37 root - INFO - Model Training sstared
[ 2026-04-08 12:51:00,060 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:51:00,061 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:51:00,061 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:51:00,079 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:51:00,079 ] 153 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_08_2026_12_48_30\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9914323152907973, precision_score=0.9903342730567861, recall_score=0.9925327951564077), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9738480697384807, precision_score=0.971830985915493, recall_score=0.9758735440931781))
[ 2026-04-08 12:51:00,079 ] 42 root - INFO - Model Training artifact created
