[ 2026-04-08 12:56:47,074 ] 20 root - INFO - Initiate the data ingestion
[ 2026-04-08 12:56:52,840 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-04-08 12:56:52,840 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-04-08 12:56:52,840 ] 75 root - INFO - Exporting train and test file path.
[ 2026-04-08 12:56:52,872 ] 84 root - INFO - Exported train and test file path.
[ 2026-04-08 12:56:52,872 ] 22 root - INFO - Data Initiation Completed
[ 2026-04-08 12:56:52,876 ] 26 root - INFO - Initiate the data Validation
[ 2026-04-08 12:56:52,955 ] 32 root - INFO - Required number of columns:2
[ 2026-04-08 12:56:52,958 ] 33 root - INFO - Data frame has columns:31
[ 2026-04-08 12:56:52,958 ] 32 root - INFO - Required number of columns:2
[ 2026-04-08 12:56:52,958 ] 33 root - INFO - Data frame has columns:31
[ 2026-04-08 12:56:53,038 ] 28 root - INFO - data Validation Completed
[ 2026-04-08 12:56:53,038 ] 31 root - INFO - data Transformation started
[ 2026-04-08 12:56:53,038 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-04-08 12:56:53,038 ] 65 root - INFO - Starting data transformation
[ 2026-04-08 12:56:53,057 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-04-08 12:56:53,057 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-04-08 12:56:53,069 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:56:53,073 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:56:53,073 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:56:53,075 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:56:53,076 ] 35 root - INFO - data Transformation completed
[ 2026-04-08 12:56:53,076 ] 37 root - INFO - Model Training sstared
[ 2026-04-08 12:59:12,751 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:59:12,752 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:59:12,752 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-08 12:59:12,769 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-08 12:59:12,769 ] 153 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_08_2026_12_56_44\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907959947405685, precision_score=0.9875, recall_score=0.9941140653541709), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9753734356075898, precision_score=0.9687249398556536, recall_score=0.9821138211382113))
[ 2026-04-08 12:59:12,769 ] 42 root - INFO - Model Training artifact created
